Code,Name,Market,Marcap
456010,아이씨티케이,KOSDAQ,426631722300
036620,감성코퍼레이션,KOSDAQ,425820242555
079940,가비아,KOSDAQ,425435682800
138080,오이솔루션,KOSDAQ,425175987300
354320,알멕,KOSDAQ,423748560300
095660,네오위즈,KOSDAQ,423641867220
424870,이뮨온시아,KOSDAQ,423575372610
168360,펨트론,KOSDAQ,423514632170
072710,농심홀딩스,KOSPI,422966448000
065680,우주일렉트로,KOSDAQ,421827501150
013030,하이록코리아,KOSDAQ,420122740800
394280,오픈엣지테크놀로지,KOSDAQ,418909827000
170920,엘티씨,KOSDAQ,418867595900
468530,프로티나,KOSDAQ,418786143600
230240,에치에프알,KOSDAQ,413909900000
215200,메가스터디교육,KOSDAQ GLOBAL,412535596800
015860,일진홀딩스,KOSPI,411558008220
101160,월덱스,KOSDAQ,411123725700
027410,BGF,KOSPI,411103617345
117730,티로보틱스,KOSDAQ,408300578300
012030,DB,KOSPI,407377214325
403550,쏘카,KOSPI,406911165780
144960,뉴파워프라즈마,KOSDAQ,406778329440
067630,HLB생명과학,KOSDAQ,405983803140
004700,조광피혁,KOSPI,405597418000
060980,HL홀딩스,KOSPI,403100806800
015360,INVENI,KOSPI,403027500000
105840,우진,KOSPI,402539563100
0120G0,삼양바이오팜,KOSPI,401536980000
069540,빛과전자,KOSDAQ,401396309900
287840,인투셀,KOSDAQ,398833038000
047920,HLB제약,KOSDAQ,398184181840
029530,신도리코,KOSPI,396887529650
417310,코람코더원리츠,KOSPI,394304000000
357120,코람코라이프인프라리츠,KOSPI,394208183700
254490,미래반도체,KOSDAQ,394157400000
950210,프레스티지바이오파마,KOSPI,392427892150
215600,신라젠,KOSDAQ,392106586120
145720,덴티움,KOSPI,391955845950
306200,세아제강,KOSPI,391409400000
425040,티이엠씨,KOSDAQ,390942933780
042520,한스바이오메드,KOSDAQ,390761455800
090435,아모레퍼시픽우,KOSPI,389583927000
110990,디아이티,KOSDAQ,389340000000
344820,KCC글라스,KOSPI,388083441600
098070,한텍,KOSDAQ,387571763850
234340,헥토파이낸셜,KOSDAQ,384193040000
017810,풀무원,KOSPI,381967830840
002030,아세아,KOSPI,381093505200
170900,동아에스티,KOSPI,379871331950
089590,제주항공,KOSPI,378609424575
084110,휴온스글로벌,KOSDAQ,378528378800
002710,TCC스틸,KOSPI,378001510740
179900,유티아이,KOSDAQ,376413636240
016590,신대양제지,KOSPI,374769726000
002810,삼영무역,KOSPI,373955697000
241770,메카로,KOSDAQ,373560256000
092790,넥스틸,KOSPI,371568580000
092870,엑시콘,KOSDAQ,371295174650
078020,LS증권,KOSDAQ,370059537300
078130,국일제지,KOSDAQ,369789125360
080580,오킨스전자,KOSDAQ,366771707450
114810,한솔아이원스,KOSDAQ,366705557220
097520,엠씨넥스,KOSPI,366301575000
417840,저스템,KOSDAQ,365569207030
006220,제주은행,KOSPI,364378089480
126720,수산인더스트리,KOSPI,364293000000
010690,화신,KOSPI,364219876300
005610,삼립,KOSPI,364144179800
079370,제우스,KOSDAQ,363519122800
004710,한솔테크닉스,KOSPI,362243971010
488900,비츠로넥스텍,KOSDAQ,362205537500
119850,지엔씨에너지,KOSDAQ,361053552550
206650,유바이오로직스,KOSDAQ,360622874740
265520,AP시스템,KOSDAQ,358962080850
187660,페니트리움바이오,KOSDAQ,357757331850
183190,아세아시멘트,KOSPI,357397930120
286940,롯데이노베이트,KOSPI,356296592850
02826K,삼성물산우B,KOSPI,355156780000
200470,에이팩트,KOSDAQ,354994339340
200880,서연이화,KOSPI,353802240330
304360,에스바이오메딕스,KOSDAQ,353595404400
441270,파인엠텍,KOSDAQ,350542180800
092230,KPX홀딩스,KOSPI,350223153400
052710,아모텍,KOSDAQ,348509222100
005950,이수화학,KOSPI,348397739250
317330,덕산테코피아,KOSDAQ,347078098800
058430,포스코스틸리온,KOSPI,346800000000
029460,케이씨,KOSPI,346044799000
105630,한세실업,KOSPI,346000000000
376270,HEM파마,KOSDAQ,345392816650
274090,켄코아에어로스페이스,KOSDAQ,344612407800
241520,DSC인베스트먼트,KOSDAQ,342076000000
091810,트리니티항공,KOSPI,341938733580
232530,이엠티,KONEX,340926386240
025860,남해화학,KOSPI,340300074550
091700,파트론,KOSDAQ GLOBAL,339500000000
003800,에이스침대,KOSDAQ,339354000000
484590,삼양컴텍,KOSDAQ,338337794500
092200,디아이씨,KOSPI,337941664610
389650,넥스트바이오메디컬,KOSDAQ,337713268800
094360,칩스앤미디어,KOSDAQ,337199776460
192650,드림텍,KOSPI,336594091120
452430,사피엔반도체,KOSDAQ,335995634700
018250,애경산업,KOSPI,335406174500
011760,현대코퍼레이션,KOSPI,334031391500
058970,엠로,KOSDAQ,333795438000
378340,필에너지,KOSDAQ,333679644260
003720,삼영,KOSPI,333200000000
084690,대상홀딩스,KOSPI,333155349600
005720,넥센,KOSPI,332603374410
101730,위메이드맥스,KOSDAQ,331441996130
482630,삼양엔씨켐,KOSDAQ,330513028000
243070,휴온스,KOSDAQ,330039770750
042370,비츠로테크,KOSDAQ,329596314500
092460,한라IMS,KOSDAQ,329019146400
160980,싸이맥스,KOSDAQ,328819714300
089980,상아프론테크,KOSDAQ,326975806650
049070,인탑스,KOSDAQ,326972000000
445090,에이직랜드,KOSDAQ,325584608400
064820,케이프,KOSDAQ,325266666100
009290,광동제약,KOSPI,325192746240
041920,메디아나,KOSDAQ,325096938040
016800,퍼시스,KOSPI,324300000000
219130,타이거일렉,KOSDAQ,323923077000
099430,바이오플러스,KOSDAQ,322997383280
069080,웹젠,KOSDAQ GLOBAL,322671711500
036200,유니셈,KOSDAQ,321054414810
126560,현대퓨처넷,KOSPI,321051057600
203650,드림시큐리티,KOSDAQ,320478504400
365270,큐라클,KOSDAQ,320043884000
298830,슈어소프트테크,KOSDAQ,319681824020
187870,디바이스,KOSDAQ,318088386000
073490,LIG아큐버,KOSDAQ,316700185900
194370,제이에스코퍼레이션,KOSPI,316282662200
228760,지노믹트리,KOSDAQ,313225945200
078340,컴투스,KOSDAQ GLOBAL,313165006700
036890,진성티이씨,KOSDAQ,313083572830
078520,에이블씨엔씨,KOSPI,312430073610
009160,SIMPAC,KOSPI,311819517360
450950,아스테라시스,KOSDAQ,310803909920
046970,우리로,KOSDAQ,310719242910
086390,유니테스트,KOSDAQ,310460310940
001390,KG케미칼,KOSPI,308599607700
272450,진에어,KOSPI,308502000000
104700,한국철강,KOSPI,308002500000
204620,글로벌텍스프리,KOSDAQ,307840985400
018310,삼목에스폼,KOSDAQ,307230000000
448280,에코아이,KOSDAQ,305793251280
024720,콜마홀딩스,KOSPI,304550779920
0082N0,카나프테라퓨틱스,KOSDAQ,303985940000
136480,하림,KOSDAQ,303759747720
034830,한국토지신탁,KOSPI,302987076000
200130,콜마비앤에이치,KOSDAQ GLOBAL,302686091820
084010,대한제강,KOSPI,302470044800
200670,휴메딕스,KOSDAQ,301523620500
017860,DS단석,KOSPI,301017406050
900290,GRT,KOSDAQ,300206000000
002310,아세아제지,KOSPI,299421780900
355150,코스텍시스,KOSDAQ,298248637500
307180,아이엘,KOSDAQ,298036262080
007690,국도화학,KOSPI,297272707200
061970,LB세미콘,KOSDAQ,296804160660
475400,씨메스로보틱스,KOSDAQ,296252762400
025770,한국정보통신,KOSDAQ,296184183610
236200,슈프리마,KOSDAQ,294664639750
035810,이지홀딩스,KOSDAQ,294193803600
001940,KISCO홀딩스,KOSPI,294159885000
078150,HB테크놀러지,KOSDAQ,292055135400
053030,바이넥스,KOSDAQ,290562431320
462350,이노스페이스,KOSDAQ,290074401800
108670,LX하우시스,KOSPI,289655741000
001340,PKC,KOSPI,289627717120
033270,유나이티드제약,KOSPI,289257889500
026890,스틱인베스트먼트,KOSPI,289230444020
314930,바이오다인,KOSDAQ,289009440130
220100,퓨쳐켐,KOSDAQ,288865169600
144510,지씨셀,KOSDAQ,288198274560
382900,범한퓨얼셀,KOSDAQ,286046650000
112290,와이씨켐,KOSDAQ,285521790800
000650,천일고속,KOSPI,283843092000
064850,에프앤가이드,KOSDAQ,283546750200
000430,대원강업,KOSPI,283340000000
001750,한양증권,KOSPI,281300601400
043150,바텍,KOSDAQ,281191066080
084850,아이티엠반도체,KOSDAQ GLOBAL,280134234900
459510,나우로보틱스,KOSDAQ,279684132100
019010,베뉴지,KOSDAQ,279560000000
357880,SKAI,KOSDAQ,278882681400
017390,서울가스,KOSPI,278685000000
002900,TYM,KOSPI,278208000000
092730,네오팜,KOSDAQ,278085609150
108860,셀바스AI,KOSDAQ,277491484900
0001A0,덕양에너젠,KOSDAQ,277165560100
060720,KH바텍,KOSDAQ,277026071400
194700,노바렉스,KOSDAQ,276743495680
011500,한농화성,KOSPI,276462902560
416180,신성에스티,KOSDAQ,275713229000
123890,한국자산신탁,KOSPI,275341333500
035600,KG이니시스,KOSDAQ,275268795660
003920,남양유업,KOSPI,275100000000
478340,나라스페이스테크놀로지,KOSDAQ,275076145350
003555,LG우,KOSPI,274621348800
180400,DXVX,KOSDAQ,274618115280
061090,세나테크놀로지,KOSDAQ,273032420000
005010,휴스틸,KOSPI,272231223375
352480,씨앤씨인터내셔널,KOSDAQ,271507627920
096760,JW홀딩스,KOSPI,271304537140
005680,삼영전자,KOSPI,270600000000
001230,동국홀딩스,KOSPI,270583424100
389260,대명에너지,KOSDAQ,270178181000
474650,링크솔루션,KOSDAQ,270114029000
243840,신흥에스이씨,KOSDAQ,269522062650
309710,아이티켐,KOSDAQ,268443021000
114190,강원에너지,KOSDAQ,267499909120
023410,유진기업,KOSDAQ,267495585980
900140,엘브이엠씨홀딩스,KOSPI,267444757888
065660,안트로젠,KOSDAQ,267162870000
215000,골프존,KOSDAQ GLOBAL,267018908250
394800,쓰리빌리언,KOSDAQ,266796398400
091580,상신이디피,KOSDAQ,266564380000
046120,오르비텍,KOSDAQ,266442257710
036710,심텍홀딩스,KOSDAQ,266251880160
012860,모베이스전자,KOSDAQ,265837448910
051360,토비스,KOSDAQ,265537605400
182400,엔케이젠바이오텍코리아,KOSDAQ,265496721770
054950,제이브이엠,KOSDAQ,264768634800
036800,나이스정보통신,KOSDAQ,263500000000
043370,피에이치에이,KOSDAQ,262710000000
051500,CJ프레시웨이,KOSDAQ,262362050600
0015G0,그린광학,KOSDAQ,260966664300
308430,셀비온,KOSDAQ,260686070200
267980,매일유업,KOSDAQ,260563692000
005500,삼진제약,KOSPI,260272800000
389020,자람테크놀로지,KOSDAQ,259976337300
004360,세방,KOSPI,259972200800
014940,오리엔탈정공,KOSDAQ,259314131090
338840,와이바이오로직스,KOSDAQ,258621241230
005430,한국공항,KOSPI,258374568000
093520,매커스,KOSDAQ,257674771050
037710,광주신세계,KOSPI,257417055000
001250,GS글로벌,KOSPI,257092674860
0008Z0,에스엔시스,KOSDAQ,256674540800
003120,일성아이에스,KOSPI,256557000000
121800,비덴트,KOSDAQ,256309348520
000680,LS네트웍스,KOSPI,256109802000
190510,나무가,KOSDAQ,255930209890
151860,KG에코솔루션,KOSDAQ,255628120740
251370,와이엠티,KOSDAQ,255427360340
017890,한국알콜,KOSDAQ,255282072000
002320,한진,KOSPI,255126047040
451760,컨텍,KOSDAQ,254269683600
054210,이랜텍,KOSDAQ,254176660500
199820,제일일렉트릭,KOSDAQ,253974600000
217730,강스템바이오텍,KOSDAQ,253946202300
334890,이지스밸류플러스리츠,KOSPI,253487692950
377460,큐에이드,KOSDAQ,253187202960
084990,헬릭스미스,KOSDAQ,252588527560
128820,대성산업,KOSPI,252413967240
394420,리센스메디컬,KOSDAQ,250410080200
035510,신세계 I&C,KOSPI,249978492000
950170,JTC,KOSDAQ,249158665620
067390,아스트,KOSDAQ,249094547400
357550,석경에이티,KOSDAQ,248748000000
003960,사조대림,KOSPI,248357055700
308080,바이젠셀,KOSDAQ,247631060800
098120,마이크로컨텍솔,KOSDAQ,246889150200
018000,유니슨,KOSDAQ,246782868084
034120,SBS,KOSPI,246731465400
122900,아이마켓코리아,KOSPI,246704839200
088800,에이스테크,KOSDAQ,246528507010
272110,케이엔제이,KOSDAQ,245978356750
314130,지놈앤컴퍼니,KOSDAQ,245893367500
318060,그래피,KOSDAQ,245809894000
125020,티씨머티리얼즈,KOSDAQ,245620235500
100120,뷰웍스,KOSDAQ,245368090850
304100,솔트룩스,KOSDAQ,245328295400
094480,갤럭시아머니트리,KOSDAQ,245186487500
0030R0,대신밸류리츠,KOSPI,245098000000
004430,송원산업,KOSPI,245040000000
095500,미래나노텍,KOSDAQ,244978992100
475560,더본코리아,KOSPI,244958064400
051370,인터플렉스,KOSDAQ,244471906560
0088M0,메쥬,KOSDAQ,244079225000
472850,폰드그룹,KOSDAQ,242664513180
009470,삼화전기,KOSPI,242396503000
101360,에코앤드림,KOSDAQ,242069011540
088260,이리츠코크렙,KOSPI,241964873800
0007C0,아크릴,KOSDAQ,241712752400
006805,미래에셋증권우,KOSPI,241258355000
037270,YG PLUS,KOSPI,240964871350
494120,큐리오시스,KOSDAQ,240341283000
000490,대동,KOSPI,240127785450
049630,재영솔루텍,KOSDAQ,239873793120
001460,BYC,KOSPI,239852160000
036170,에이치엠넥스,KOSDAQ,239325941400
012210,삼미금속,KOSDAQ,238120288760
322310,오로스테크놀로지,KOSDAQ,236505185500
402030,코난테크놀로지,KOSDAQ,234577725120
03473K,SK우,KOSPI,234096822500
348950,제이알글로벌리츠,KOSPI,233298432000
232680,라온로보틱스,KOSDAQ,233201573220
003200,일신방직,KOSPI,233044000000
000320,노루홀딩스,KOSPI,232860965520
099440,스맥,KOSDAQ,232709973540
010580,에스엠벡셀,KOSPI,232516178400
206640,바디텍메드,KOSDAQ,232223962600
003520,영진약품,KOSPI,232090875639
023760,한국캐피탈,KOSDAQ,231973038360
294570,쿠콘,KOSDAQ,231100662800
419530,SAMG엔터,KOSDAQ,230678201000
115450,HLB테라퓨틱스,KOSDAQ,230308283400
136490,선진,KOSPI,230186566720
417010,나노팀,KOSDAQ,229363917360
242040,나무기술,KOSDAQ,228747405040
003070,코오롱글로벌,KOSPI,228561391410
138610,나이벡,KOSDAQ,228492639300
067080,대화제약,KOSDAQ,226750797000
159010,아스플로,KOSDAQ,226690563000
244920,에이플러스에셋,KOSPI,226303006930
439090,마녀공장,KOSDAQ,226063055400
382800,지앤비에스 에코,KOSDAQ,225682080690
290690,소룩스,KOSDAQ,225589940195
210980,SK디앤디,KOSPI,224897974560
044450,KSS해운,KOSPI,224394753600
149950,아바텍,KOSDAQ,224013652170
030210,다올투자증권,KOSPI,223543759020
432720,퀄리타스반도체,KOSDAQ,223454259000
134380,미원화학,KOSPI,222345994800
484810,티엑스알로보틱스,KOSDAQ,222338666850
119610,인터로조,KOSDAQ,222225654090
000050,경방,KOSPI,222063687000
036030,케이티알파,KOSDAQ,222057351990
000540,흥국화재,KOSPI,221637125250
037560,LG헬로비전,KOSPI,221498033900
064550,바이오니아,KOSDAQ,221194193870
126730,코칩,KOSDAQ,221007175200
000480,CR홀딩스,KOSPI,220385303000
045390,대아티아이,KOSDAQ,219876936240
255220,SG,KOSDAQ,219674420510
007160,사조산업,KOSPI,219500000000
004980,성신양회,KOSPI,219418853350
008490,서흥,KOSPI,219350382480
402490,그린리소스,KOSDAQ,218464299300
226320,잇츠한불,KOSPI,217977391100
405100,큐알티,KOSDAQ,217889306730
418550,제이오,KOSDAQ,217720176400
001630,종근당홀딩스,KOSPI,217678460450
011560,세보엠이씨,KOSDAQ,217350000000
025000,KPX케미칼,KOSPI,217183966400
464080,에스오에스랩,KOSDAQ,216979774050
123860,아나패스,KOSDAQ,216281723600
004380,삼익THK,KOSPI,216108000000
004560,현대비앤지스틸,KOSPI,215626997300
009680,모토닉,KOSPI,215374961540
065710,서호전기,KOSDAQ,215270000000
083310,엘오티베큠,KOSDAQ,215145198640
054450,텔레칩스,KOSDAQ,214896666270
461300,아이스크림미디어,KOSDAQ,214515321300
241590,화승엔터프라이즈,KOSPI,213880144280
211270,AP위성,KOSDAQ,213565424640
053300,한국정보인증,KOSDAQ,213103254000
051905,LG생활건강우,KOSPI,212770288500
092070,디엔에프,KOSDAQ,212690750040
119830,아이텍,KOSDAQ,212636615610
192440,슈피겐코리아,KOSDAQ,212288796450
068930,디지털대성,KOSDAQ,212269873140
214180,헥토이노베이션,KOSDAQ,212181683110
053690,한미글로벌,KOSPI,211480715000
432320,KB스타리츠,KOSPI,211069999000
013120,동원개발,KOSDAQ,210674792000
256840,한국비엔씨,KOSDAQ,210656248880
126600,BGF에코머티리얼즈,KOSDAQ,210582946145
035150,백산,KOSPI,210102542090
010955,S-Oil우,KOSPI,209140204000
001790,대한제당,KOSPI,208705434300
353810,이지바이오,KOSDAQ,208416096000
003650,미창석유,KOSPI,207890804000
001780,알루코,KOSPI,207700633140
033920,무학,KOSPI,207195000000
004310,현대약품,KOSPI,207040000000
094820,일진파워,KOSDAQ,207030674570
380540,옵티코어,KOSDAQ,206658126350
007860,서연,KOSPI,206622627200
372170,윤성에프앤씨,KOSDAQ,206258390800
446540,메가터치,KOSDAQ,206170896990
418420,라온텍,KOSDAQ,206003260430
053210,스카이라이프,KOSPI,205774395150
488280,에스투더블유,KOSDAQ,205590338580
404990,신한서부티엔디리츠,KOSPI,205129156400
457550,우진엔텍,KOSDAQ,205017076000
117580,대성에너지,KOSPI,204600000000
339770,교촌에프앤비,KOSPI,204357177200
474170,루미르,KOSDAQ,204190796160
005710,대원산업,KOSDAQ,204183144000
078070,유비쿼스홀딩스,KOSDAQ,203863259760
042600,새로닉스,KOSDAQ,202504256200
138360,앤로보틱스,KOSDAQ,202488228860
377190,디앤디플랫폼리츠,KOSPI,202436000000
033530,SJG세종,KOSPI,200867338420
034810,해성산업,KOSDAQ,200849766720
487570,HS효성,KOSPI,200454872600
039570,HDC랩스,KOSPI,200392679720
298690,에어부산,KOSPI,199454400000
092220,KEC,KOSPI,198755508600
102120,어보브반도체,KOSDAQ,198433203480
462860,더즌,KOSDAQ,198406786095
095570,AJ네트웍스,KOSPI,197754556830
041020,폴라리스오피스,KOSDAQ,197741496140
013890,지누스,KOSPI,197332317000
237880,클리오,KOSDAQ,197158461230
052330,코텍,KOSDAQ,196620790230
321550,티움바이오,KOSDAQ,196451626500
012610,경인양행,KOSPI,196013079150
001080,만호제강,KOSPI,195672500000
126700,하이비젼시스템,KOSDAQ,195592246080
489500,엘케이켐,KOSDAQ,195571882800
264850,이랜시스,KOSDAQ,195400247400
036560,KZ정밀,KOSDAQ,194670000000
361390,제노코,KOSDAQ,194240800950
012200,계양전기,KOSPI,194098770770
083930,아바코,KOSDAQ,193739686800
481070,에이유브랜즈,KOSDAQ,193601677500
003547,대신증권2우B,KOSPI,193223693430
024060,흥구석유,KOSDAQ,191250000000
199430,케이엔알시스템,KOSDAQ,191231777880
032580,피델릭스,KOSDAQ,190840688640
003350,한국화장품제조,KOSPI,190797200000
194480,데브시스터즈,KOSDAQ,190791529500
102260,동성케미컬,KOSPI,190517662160
122990,와이솔,KOSDAQ,190469429150
039840,디오,KOSDAQ,190102282760
121440,골프존홀딩스,KOSDAQ,189767103740
293580,나우IB,KOSDAQ,189764970050
102460,이연제약,KOSPI,189585472200
108380,대양전기공업,KOSDAQ,189337520070
123410,코리아에프티,KOSDAQ,189319235200
039830,오로라,KOSDAQ,188673461700
028100,동아지질,KOSPI,188658083180
001130,대한제분,KOSPI,188097000000
001045,CJ우,KOSPI,188050553600
016580,환인제약,KOSPI,187488705600
016790,현대사료,KOSDAQ,187340898626
003220,대원제약,KOSPI,187046042220
000390,SP삼화,KOSPI,186887832030
003610,방림,KOSPI,186803135280
264450,유비쿼스,KOSDAQ,186398416030
371950,풍원정밀,KOSDAQ,185832893600
000140,하이트진로홀딩스,KOSPI,185422052350
452450,피아이이,KOSDAQ,184465920000
013580,계룡건설,KOSPI,183976684200
002150,도화엔지니어링,KOSPI,183774000000
100250,진양홀딩스,KOSPI,183712500000
176750,듀켐바이오,KOSDAQ,183182469600
388050,지투파워,KOSDAQ,182791199490
484120,도우인시스,KOSDAQ,182660224740
216080,제테마,KOSDAQ,182520349605
123330,제닉,KOSDAQ,182482772000
039860,나노엔텍,KOSDAQ,182465723870
008350,남선알미늄,KOSPI,182388754170
084680,이월드,KOSPI,181511927040
950140,잉글우드랩,KOSDAQ,181194937920
036190,금화피에스시,KOSDAQ,180600000000
086820,바이오솔루션,KOSDAQ,179653909050
066620,국보디자인,KOSDAQ,179625000000
024800,유성티엔에스,KOSDAQ,179516029140
011690,와이투솔루션,KOSPI,179484486660
270660,에브리봇,KOSDAQ,179064126130
209640,와이제이링크,KOSDAQ,178622956880
118990,모트렉스,KOSDAQ,177895939750
037030,파워넷,KOSDAQ,176805034560
071200,인피니트헬스케어,KOSDAQ,176630355920
234080,JW생명과학,KOSPI,176396931560
115500,케이씨에스,KOSDAQ,176280000000
058820,CMG제약,KOSDAQ,175932197770
024840,KBI메탈,KOSDAQ,175714782750
002100,경농,KOSPI,175117497750
080160,모두투어,KOSDAQ,174636000000
226590,엠디바이스,KOSDAQ,174040572160
000300,DH오토넥스,KOSPI,174035631000
036010,아비코전자,KOSDAQ,174004506060
377450,리파인,KOSDAQ,173993200000
146320,비씨엔씨,KOSDAQ,173667815110
458650,성우,KOSDAQ,173476575100
025820,이구산업,KOSPI,173229560000
003460,유화증권,KOSPI,172942365750
044820,코스맥스비티아이,KOSPI,172870578000
101530,해태제과식품,KOSPI,172662754460
259630,엠플러스,KOSDAQ,172213559640
042420,네오위즈홀딩스,KOSDAQ,172209285450
114840,아이패밀리에스씨,KOSDAQ,171640209000
403850,더핑크퐁컴퍼니,KOSDAQ,171207549300
380550,뉴로핏,KOSDAQ,170784124000
445180,퓨릿,KOSDAQ,170688636840
031440,신세계푸드,KOSPI,170195496000
187790,나노,KOSDAQ,169624565000
285490,노바텍,KOSDAQ,169319054310
032620,GC메디아이,KOSDAQ,169118730360
260870,SK시그넷,KONEX,169063026600
143160,아이디스,KOSDAQ,168890306400
462520,조선내화,KOSPI,168817592320
016450,한세예스24홀딩스,KOSPI,168800000000
011785,금호석유화학우,KOSPI,168710518800
092130,이크레더블,KOSDAQ,168489964000
203400,에이비온,KOSDAQ,168129033264
147830,제룡산업,KOSDAQ,168000000000
025560,미래산업,KOSPI,167997324000
166480,코아스템켐온,KOSDAQ,167863443800
271980,제일약품,KOSPI,167194394640
140670,알에스오토메이션,KOSDAQ,166532724800
267320,나인테크,KOSDAQ,166504355500
293480,하나제약,KOSPI,166354774560
460850,동국씨엠,KOSPI,165937540800
016880,웅진,KOSPI,165848691000
140610,엔솔바이오사이언스,KONEX,165835531620
004150,한솔홀딩스,KOSPI,165542411700
079960,동양이엔피,KOSDAQ,165453000000
234690,녹십자웰빙,KOSDAQ,165441900900
053080,케이엔솔,KOSDAQ,165227546970
097955,CJ제일제당 우,KOSPI,164999921900
300080,플리토,KOSDAQ,164889455490
083500,에프엔에스테크,KOSDAQ,164653862400
0011A0,액스비스,KOSDAQ,164460498800
086980,쇼박스,KOSDAQ,164424750000
104480,티케이케미칼,KOSDAQ,163975362936
049430,코메론,KOSDAQ,163768800000
000860,강남제비스코,KOSPI,163280000000
049960,쎌바이오텍,KOSDAQ,163184000000
007570,일양약품,KOSPI,162800713920
007330,푸른저축은행,KOSDAQ,162441756000
038390,레드캡투어,KOSDAQ,162359181620
400760,NH올원리츠,KOSPI,161492068500
015230,대창단조,KOSPI,161233102800
396300,세아메카닉스,KOSDAQ,160791265000
095700,제넥신,KOSDAQ,160757943820
179290,엠아이텍,KOSDAQ,160371934490
221800,지구홀딩스,KOSDAQ,160087928310
004090,한국석유,KOSPI,159945912000
066410,버킷스튜디오,KOSDAQ,159637252154
013990,아가방컴퍼니,KOSDAQ,159504549600
040160,누리플렉스,KOSDAQ,159494728050
060150,인선이엔티,KOSDAQ,159472642000
289080,SV인베스트먼트,KOSDAQ,159366317450
046070,코다코,KOSDAQ,159196994920
051980,중앙첨단소재,KOSDAQ,159194418997
017550,수산세보틱스,KOSPI,159117781500
469610,이노테크,KOSDAQ,159094191000
047310,파워로직스,KOSDAQ,158341515375
039560,다산네트웍스,KOSDAQ,158258446920
062970,한국첨단소재,KOSDAQ,158135460780
023910,대한약품,KOSDAQ,158100000000
143240,사람인,KOSDAQ,158093127630
101170,우림피티에스,KOSDAQ,158085000000
046440,KG파이낸셜,KOSDAQ,157744828300
106190,하이텍팜,KOSDAQ,157583623860
125210,아모그린텍,KOSDAQ,157544344500
000520,삼일제약,KOSPI,157482547860
142210,유니트론텍,KOSDAQ,156673092650
018470,조일알미늄,KOSPI,156516807156
293780,압타바이오,KOSDAQ,156480265850
282880,코윈테크,KOSDAQ,156466817160
077500,유니퀘스트,KOSPI,156384738480
071840,롯데하이마트,KOSPI,156283053440
260970,에스앤디,KOSDAQ,156208716000
289930,웨이비스,KOSDAQ,156078748700
011040,경동제약,KOSDAQ,155997643620
002170,SYTS,KOSPI,154800000000
081000,일진다이아,KOSPI,154102278750
000020,동화약품,KOSPI,153902399700
222040,코스맥스엔비티,KOSDAQ,153678600000
213500,한솔제지,KOSPI,153037703680
073010,케이에스피,KOSDAQ,152726750000
264660,씨앤지하이테크,KOSDAQ,152719612120
054800,아이디스홀딩스,KOSDAQ,152629401000
090350,노루페인트,KOSPI,151800000000
003480,한진중공업홀딩스,KOSPI,151783233680
005960,동부건설,KOSPI,150759575910
000970,한국주철관,KOSPI,149799285000
048870,시너지이노베이션,KOSDAQ,149781837100
059120,아진엑스텍,KOSDAQ,149593239220
158430,아톤,KOSDAQ,149585582120
003830,대한화섬,KOSPI,149001600000
006060,화승인더,KOSPI,148810800000
381620,제닉스로보틱스,KOSDAQ,148232496000
105330,케이엔더블유,KOSDAQ,148020364800
220260,켐트로스,KOSDAQ,147691813275
298000,효성화학,KOSPI,147501447900
299030,하나기술,KOSDAQ,147266242200
001540,안국약품,KOSDAQ,147248921800
072870,메가스터디,KOSDAQ,146747005290
067280,멀티캠퍼스,KOSDAQ,146687780250
473980,노머스,KOSDAQ,146204236840
005990,매일홀딩스,KOSDAQ,146148360960
331920,셀레믹스,KOSDAQ,146056607720
101970,우양에이치씨,KOSDAQ,145681588650
021080,에이티넘인베스트,KOSDAQ,145680000000
056090,시지메드텍,KOSDAQ,145595240760
008830,대동기어,KOSDAQ,145418073600
307750,국전,KOSDAQ,144953183280
321370,센서뷰,KOSDAQ,144920061330
002220,한일철강,KOSPI,144700233200
017510,세명전기,KOSDAQ,144532080000
006660,삼성공조,KOSPI,144485862920
217950,파마리서치바이오,KONEX,144321780000
008970,KBI동양철관,KOSPI,144236000730
475230,엔알비,KOSDAQ,143862615600
004970,신라교역,KOSPI,143840000000
002990,금호건설,KOSPI,143450899900
041440,현대에버다임,KOSDAQ,143090530240
452190,한빛레이저,KOSDAQ,143044930860
094280,효성ITX,KOSPI,142859352000
093190,빅솔론,KOSDAQ,142752675100
474610,RF시스템즈,KOSDAQ,142647250560
054920,한컴위드,KOSDAQ,142496259050
009070,KCTC,KOSPI,142200000000
163730,핑거,KOSDAQ,142133242480
263860,지니언스,KOSDAQ,141823352000
108230,톱텍,KOSDAQ,141636587625
357580,아모센스,KOSDAQ,140769758280
204610,티쓰리,KOSDAQ,140746292700
023600,삼보판지,KOSDAQ,140712957000
272550,삼양패키징,KOSPI,140588227980
001520,동양,KOSPI,140107544981
210540,디와이파워,KOSPI,139898440360
297890,HB솔루션,KOSDAQ,139845427568
240550,동방메디컬,KOSDAQ,139838719200
001360,삼성제약,KOSPI,139830687315
317400,자이에스앤디,KOSPI,139810984600
00279K,아모레퍼시픽홀딩스3우C,KOSPI,139787262000
015890,태경산업,KOSPI,139713425000
192410,오늘이엔엠,KOSDAQ,139529935860
019180,티에이치엔,KOSPI,139500000000
205500,넥써쓰,KOSDAQ,139123254830
